index,from_square,action_type,move,action_desc
2378,a5,42,a5b4,남동(SE) 방향 거리 1
2379,a5,43,a5c3,남동(SE) 방향 거리 2
2380,a5,44,a5d2,남동(SE) 방향 거리 3
2381,a5,45,a5e1,남동(SE) 방향 거리 4
2382,a5,46,,남동(SE) 방향 거리 5
2383,a5,47,,남동(SE) 방향 거리 6
2384,a5,48,,남동(SE) 방향 거리 7
2385,a5,49,,남서(SW) 방향 거리 1
2386,a5,50,,남서(SW) 방향 거리 2
2387,a5,51,,남서(SW) 방향 거리 3
2388,a5,52,,남서(SW) 방향 거리 4
2389,a5,53,,남서(SW) 방향 거리 5
2390,a5,54,,남서(SW) 방향 거리 6
2391,a5,55,,남서(SW) 방향 거리 7
2392,a5,56,a5b7,"나이트 이동 (+1,+2)"
2393,a5,57,a5c6,"나이트 이동 (+2,+1)"
2394,a5,58,a5c4,"나이트 이동 (+2,−1)"
2395,a5,59,a5b3,"나이트 이동 (+1,−2)"
2396,a5,60,,"나이트 이동 (−1,−2)"
2397,a5,61,,"나이트 이동 (−2,−1)"
2398,a5,62,,"나이트 이동 (−2,+1)"
2399,a5,63,,"나이트 이동 (−1,+2)"
2400,a5,64,,폰 직진 승격 → 나이트
2401,a5,65,,폰 직진 승격 → 비숍
2402,a5,66,,폰 직진 승격 → 룩
2403,a5,67,,폰 대각선 우 승격 → 나이트
2404,a5,68,,폰 대각선 우 승격 → 비숍
2405,a5,69,,폰 대각선 우 승격 → 룩
2406,a5,70,,폰 대각선 좌 승격 → 나이트
2407,a5,71,,폰 대각선 좌 승격 → 비숍
2408,a5,72,,폰 대각선 좌 승격 → 룩
2409,b5,0,b5b6,북(N) 방향 거리 1
2410,b5,1,b5b7,북(N) 방향 거리 2
2411,b5,2,b5b8,북(N) 방향 거리 3
2412,b5,3,,북(N) 방향 거리 4
2413,b5,4,,북(N) 방향 거리 5
2414,b5,5,,북(N) 방향 거리 6
2415,b5,6,,북(N) 방향 거리 7
2416,b5,7,b5c5,동(E) 방향 거리 1
2417,b5,8,b5d5,동(E) 방향 거리 2
2418,b5,9,b5e5,동(E) 방향 거리 3
2419,b5,10,b5f5,동(E) 방향 거리 4
2420,b5,11,b5g5,동(E) 방향 거리 5
2421,b5,12,b5h5,동(E) 방향 거리 6
2422,b5,13,,동(E) 방향 거리 7
2423,b5,14,b5b4,남(S) 방향 거리 1
2424,b5,15,b5b3,남(S) 방향 거리 2
2425,b5,16,b5b2,남(S) 방향 거리 3
2426,b5,17,b5b1,남(S) 방향 거리 4
2427,b5,18,,남(S) 방향 거리 5
2428,b5,19,,남(S) 방향 거리 6
2429,b5,20,,남(S) 방향 거리 7
2430,b5,21,b5a5,서(W) 방향 거리 1
2431,b5,22,,서(W) 방향 거리 2
2432,b5,23,,서(W) 방향 거리 3
2433,b5,24,,서(W) 방향 거리 4
2434,b5,25,,서(W) 방향 거리 5
2435,b5,26,,서(W) 방향 거리 6
2436,b5,27,,서(W) 방향 거리 7
2437,b5,28,b5c6,북동(NE) 방향 거리 1
2438,b5,29,b5d7,북동(NE) 방향 거리 2
2439,b5,30,b5e8,북동(NE) 방향 거리 3
2440,b5,31,,북동(NE) 방향 거리 4
2441,b5,32,,북동(NE) 방향 거리 5
2442,b5,33,,북동(NE) 방향 거리 6
2443,b5,34,,북동(NE) 방향 거리 7
2444,b5,35,b5a6,북서(NW) 방향 거리 1
2445,b5,36,,북서(NW) 방향 거리 2
2446,b5,37,,북서(NW) 방향 거리 3
2447,b5,38,,북서(NW) 방향 거리 4
2448,b5,39,,북서(NW) 방향 거리 5
2449,b5,40,,북서(NW) 방향 거리 6
2450,b5,41,,북서(NW) 방향 거리 7
2451,b5,42,b5c4,남동(SE) 방향 거리 1
2452,b5,43,b5d3,남동(SE) 방향 거리 2
2453,b5,44,b5e2,남동(SE) 방향 거리 3
2454,b5,45,b5f1,남동(SE) 방향 거리 4
2455,b5,46,,남동(SE) 방향 거리 5
2456,b5,47,,남동(SE) 방향 거리 6
2457,b5,48,,남동(SE) 방향 거리 7
2458,b5,49,b5a4,남서(SW) 방향 거리 1
2459,b5,50,,남서(SW) 방향 거리 2
2460,b5,51,,남서(SW) 방향 거리 3
2461,b5,52,,남서(SW) 방향 거리 4
2462,b5,53,,남서(SW) 방향 거리 5
2463,b5,54,,남서(SW) 방향 거리 6
2464,b5,55,,남서(SW) 방향 거리 7
2465,b5,56,b5c7,"나이트 이동 (+1,+2)"
2466,b5,57,b5d6,"나이트 이동 (+2,+1)"
2467,b5,58,b5d4,"나이트 이동 (+2,−1)"
2468,b5,59,b5c3,"나이트 이동 (+1,−2)"
2469,b5,60,b5a3,"나이트 이동 (−1,−2)"
2470,b5,61,,"나이트 이동 (−2,−1)"
2471,b5,62,,"나이트 이동 (−2,+1)"
2472,b5,63,b5a7,"나이트 이동 (−1,+2)"
2473,b5,64,,폰 직진 승격 → 나이트
2474,b5,65,,폰 직진 승격 → 비숍
2475,b5,66,,폰 직진 승격 → 룩
2476,b5,67,,폰 대각선 우 승격 → 나이트
2477,b5,68,,폰 대각선 우 승격 → 비숍
2478,b5,69,,폰 대각선 우 승격 → 룩
2479,b5,70,,폰 대각선 좌 승격 → 나이트
2480,b5,71,,폰 대각선 좌 승격 → 비숍
2481,b5,72,,폰 대각선 좌 승격 → 룩
2482,c5,0,c5c6,북(N) 방향 거리 1
2483,c5,1,c5c7,북(N) 방향 거리 2
2484,c5,2,c5c8,북(N) 방향 거리 3
2485,c5,3,,북(N) 방향 거리 4
2486,c5,4,,북(N) 방향 거리 5
2487,c5,5,,북(N) 방향 거리 6
2488,c5,6,,북(N) 방향 거리 7
2489,c5,7,c5d5,동(E) 방향 거리 1
2490,c5,8,c5e5,동(E) 방향 거리 2
2491,c5,9,c5f5,동(E) 방향 거리 3
2492,c5,10,c5g5,동(E) 방향 거리 4
2493,c5,11,c5h5,동(E) 방향 거리 5
2494,c5,12,,동(E) 방향 거리 6
2495,c5,13,,동(E) 방향 거리 7
2496,c5,14,c5c4,남(S) 방향 거리 1
2497,c5,15,c5c3,남(S) 방향 거리 2
2498,c5,16,c5c2,남(S) 방향 거리 3
2499,c5,17,c5c1,남(S) 방향 거리 4
2500,c5,18,,남(S) 방향 거리 5
2501,c5,19,,남(S) 방향 거리 6
2502,c5,20,,남(S) 방향 거리 7
2503,c5,21,c5b5,서(W) 방향 거리 1
2504,c5,22,c5a5,서(W) 방향 거리 2
2505,c5,23,,서(W) 방향 거리 3
2506,c5,24,,서(W) 방향 거리 4
2507,c5,25,,서(W) 방향 거리 5
2508,c5,26,,서(W) 방향 거리 6
2509,c5,27,,서(W) 방향 거리 7
2510,c5,28,c5d6,북동(NE) 방향 거리 1
2511,c5,29,c5e7,북동(NE) 방향 거리 2
2512,c5,30,c5f8,북동(NE) 방향 거리 3
2513,c5,31,,북동(NE) 방향 거리 4
2514,c5,32,,북동(NE) 방향 거리 5
2515,c5,33,,북동(NE) 방향 거리 6
2516,c5,34,,북동(NE) 방향 거리 7
2517,c5,35,c5b6,북서(NW) 방향 거리 1
2518,c5,36,c5a7,북서(NW) 방향 거리 2
2519,c5,37,,북서(NW) 방향 거리 3
2520,c5,38,,북서(NW) 방향 거리 4
2521,c5,39,,북서(NW) 방향 거리 5
2522,c5,40,,북서(NW) 방향 거리 6
2523,c5,41,,북서(NW) 방향 거리 7
2524,c5,42,c5d4,남동(SE) 방향 거리 1
2525,c5,43,c5e3,남동(SE) 방향 거리 2
2526,c5,44,c5f2,남동(SE) 방향 거리 3
2527,c5,45,c5g1,남동(SE) 방향 거리 4
2528,c5,46,,남동(SE) 방향 거리 5
2529,c5,47,,남동(SE) 방향 거리 6
2530,c5,48,,남동(SE) 방향 거리 7
2531,c5,49,c5b4,남서(SW) 방향 거리 1
2532,c5,50,c5a3,남서(SW) 방향 거리 2
2533,c5,51,,남서(SW) 방향 거리 3
2534,c5,52,,남서(SW) 방향 거리 4
2535,c5,53,,남서(SW) 방향 거리 5
2536,c5,54,,남서(SW) 방향 거리 6
2537,c5,55,,남서(SW) 방향 거리 7
2538,c5,56,c5d7,"나이트 이동 (+1,+2)"
2539,c5,57,c5e6,"나이트 이동 (+2,+1)"
2540,c5,58,c5e4,"나이트 이동 (+2,−1)"
2541,c5,59,c5d3,"나이트 이동 (+1,−2)"
2542,c5,60,c5b3,"나이트 이동 (−1,−2)"
2543,c5,61,c5a4,"나이트 이동 (−2,−1)"
2544,c5,62,c5a6,"나이트 이동 (−2,+1)"
2545,c5,63,c5b7,"나이트 이동 (−1,+2)"
2546,c5,64,,폰 직진 승격 → 나이트
2547,c5,65,,폰 직진 승격 → 비숍
2548,c5,66,,폰 직진 승격 → 룩
2549,c5,67,,폰 대각선 우 승격 → 나이트
2550,c5,68,,폰 대각선 우 승격 → 비숍
2551,c5,69,,폰 대각선 우 승격 → 룩
2552,c5,70,,폰 대각선 좌 승격 → 나이트
2553,c5,71,,폰 대각선 좌 승격 → 비숍
2554,c5,72,,폰 대각선 좌 승격 → 룩
2555,d5,0,d5d6,북(N) 방향 거리 1
2556,d5,1,d5d7,북(N) 방향 거리 2
2557,d5,2,d5d8,북(N) 방향 거리 3
2558,d5,3,,북(N) 방향 거리 4
2559,d5,4,,북(N) 방향 거리 5
2560,d5,5,,북(N) 방향 거리 6
2561,d5,6,,북(N) 방향 거리 7
2562,d5,7,d5e5,동(E) 방향 거리 1
2563,d5,8,d5f5,동(E) 방향 거리 2
2564,d5,9,d5g5,동(E) 방향 거리 3
2565,d5,10,d5h5,동(E) 방향 거리 4
2566,d5,11,,동(E) 방향 거리 5
2567,d5,12,,동(E) 방향 거리 6
2568,d5,13,,동(E) 방향 거리 7
2569,d5,14,d5d4,남(S) 방향 거리 1
2570,d5,15,d5d3,남(S) 방향 거리 2
2571,d5,16,d5d2,남(S) 방향 거리 3
2572,d5,17,d5d1,남(S) 방향 거리 4
2573,d5,18,,남(S) 방향 거리 5
2574,d5,19,,남(S) 방향 거리 6
2575,d5,20,,남(S) 방향 거리 7
2576,d5,21,d5c5,서(W) 방향 거리 1
2577,d5,22,d5b5,서(W) 방향 거리 2
2578,d5,23,d5a5,서(W) 방향 거리 3
2579,d5,24,,서(W) 방향 거리 4
2580,d5,25,,서(W) 방향 거리 5
2581,d5,26,,서(W) 방향 거리 6
2582,d5,27,,서(W) 방향 거리 7
2583,d5,28,d5e6,북동(NE) 방향 거리 1
2584,d5,29,d5f7,북동(NE) 방향 거리 2
2585,d5,30,d5g8,북동(NE) 방향 거리 3
2586,d5,31,,북동(NE) 방향 거리 4
2587,d5,32,,북동(NE) 방향 거리 5
2588,d5,33,,북동(NE) 방향 거리 6
2589,d5,34,,북동(NE) 방향 거리 7
2590,d5,35,d5c6,북서(NW) 방향 거리 1
2591,d5,36,d5b7,북서(NW) 방향 거리 2
2592,d5,37,d5a8,북서(NW) 방향 거리 3
2593,d5,38,,북서(NW) 방향 거리 4
2594,d5,39,,북서(NW) 방향 거리 5
2595,d5,40,,북서(NW) 방향 거리 6
2596,d5,41,,북서(NW) 방향 거리 7
2597,d5,42,d5e4,남동(SE) 방향 거리 1
2598,d5,43,d5f3,남동(SE) 방향 거리 2
2599,d5,44,d5g2,남동(SE) 방향 거리 3
2600,d5,45,d5h1,남동(SE) 방향 거리 4
2601,d5,46,,남동(SE) 방향 거리 5
2602,d5,47,,남동(SE) 방향 거리 6
2603,d5,48,,남동(SE) 방향 거리 7
2604,d5,49,d5c4,남서(SW) 방향 거리 1
2605,d5,50,d5b3,남서(SW) 방향 거리 2
2606,d5,51,d5a2,남서(SW) 방향 거리 3
2607,d5,52,,남서(SW) 방향 거리 4
2608,d5,53,,남서(SW) 방향 거리 5
2609,d5,54,,남서(SW) 방향 거리 6
2610,d5,55,,남서(SW) 방향 거리 7
2611,d5,56,d5e7,"나이트 이동 (+1,+2)"
2612,d5,57,d5f6,"나이트 이동 (+2,+1)"
2613,d5,58,d5f4,"나이트 이동 (+2,−1)"
2614,d5,59,d5e3,"나이트 이동 (+1,−2)"
2615,d5,60,d5c3,"나이트 이동 (−1,−2)"
2616,d5,61,d5b4,"나이트 이동 (−2,−1)"
2617,d5,62,d5b6,"나이트 이동 (−2,+1)"
2618,d5,63,d5c7,"나이트 이동 (−1,+2)"
2619,d5,64,,폰 직진 승격 → 나이트
2620,d5,65,,폰 직진 승격 → 비숍
2621,d5,66,,폰 직진 승격 → 룩
2622,d5,67,,폰 대각선 우 승격 → 나이트
2623,d5,68,,폰 대각선 우 승격 → 비숍
2624,d5,69,,폰 대각선 우 승격 → 룩
2625,d5,70,,폰 대각선 좌 승격 → 나이트
2626,d5,71,,폰 대각선 좌 승격 → 비숍
2627,d5,72,,폰 대각선 좌 승격 → 룩
2628,e5,0,e5e6,북(N) 방향 거리 1
2629,e5,1,e5e7,북(N) 방향 거리 2
2630,e5,2,e5e8,북(N) 방향 거리 3
2631,e5,3,,북(N) 방향 거리 4
2632,e5,4,,북(N) 방향 거리 5
2633,e5,5,,북(N) 방향 거리 6
2634,e5,6,,북(N) 방향 거리 7
2635,e5,7,e5f5,동(E) 방향 거리 1
2636,e5,8,e5g5,동(E) 방향 거리 2
2637,e5,9,e5h5,동(E) 방향 거리 3
2638,e5,10,,동(E) 방향 거리 4
2639,e5,11,,동(E) 방향 거리 5
2640,e5,12,,동(E) 방향 거리 6
2641,e5,13,,동(E) 방향 거리 7
2642,e5,14,e5e4,남(S) 방향 거리 1
2643,e5,15,e5e3,남(S) 방향 거리 2
2644,e5,16,e5e2,남(S) 방향 거리 3
2645,e5,17,e5e1,남(S) 방향 거리 4
2646,e5,18,,남(S) 방향 거리 5
2647,e5,19,,남(S) 방향 거리 6
2648,e5,20,,남(S) 방향 거리 7
2649,e5,21,e5d5,서(W) 방향 거리 1
2650,e5,22,e5c5,서(W) 방향 거리 2
2651,e5,23,e5b5,서(W) 방향 거리 3
2652,e5,24,e5a5,서(W) 방향 거리 4
2653,e5,25,,서(W) 방향 거리 5
2654,e5,26,,서(W) 방향 거리 6
2655,e5,27,,서(W) 방향 거리 7
2656,e5,28,e5f6,북동(NE) 방향 거리 1
2657,e5,29,e5g7,북동(NE) 방향 거리 2
2658,e5,30,e5h8,북동(NE) 방향 거리 3
2659,e5,31,,북동(NE) 방향 거리 4
2660,e5,32,,북동(NE) 방향 거리 5
2661,e5,33,,북동(NE) 방향 거리 6
2662,e5,34,,북동(NE) 방향 거리 7
2663,e5,35,e5d6,북서(NW) 방향 거리 1
2664,e5,36,e5c7,북서(NW) 방향 거리 2
2665,e5,37,e5b8,북서(NW) 방향 거리 3
2666,e5,38,,북서(NW) 방향 거리 4
2667,e5,39,,북서(NW) 방향 거리 5
2668,e5,40,,북서(NW) 방향 거리 6
2669,e5,41,,북서(NW) 방향 거리 7
2670,e5,42,e5f4,남동(SE) 방향 거리 1
2671,e5,43,e5g3,남동(SE) 방향 거리 2
2672,e5,44,e5h2,남동(SE) 방향 거리 3
2673,e5,45,,남동(SE) 방향 거리 4
2674,e5,46,,남동(SE) 방향 거리 5
2675,e5,47,,남동(SE) 방향 거리 6
2676,e5,48,,남동(SE) 방향 거리 7
2677,e5,49,e5d4,남서(SW) 방향 거리 1
2678,e5,50,e5c3,남서(SW) 방향 거리 2
2679,e5,51,e5b2,남서(SW) 방향 거리 3
2680,e5,52,e5a1,남서(SW) 방향 거리 4
2681,e5,53,,남서(SW) 방향 거리 5
2682,e5,54,,남서(SW) 방향 거리 6
2683,e5,55,,남서(SW) 방향 거리 7
2684,e5,56,e5f7,"나이트 이동 (+1,+2)"
2685,e5,57,e5g6,"나이트 이동 (+2,+1)"
2686,e5,58,e5g4,"나이트 이동 (+2,−1)"
2687,e5,59,e5f3,"나이트 이동 (+1,−2)"
2688,e5,60,e5d3,"나이트 이동 (−1,−2)"
2689,e5,61,e5c4,"나이트 이동 (−2,−1)"
2690,e5,62,e5c6,"나이트 이동 (−2,+1)"
2691,e5,63,e5d7,"나이트 이동 (−1,+2)"
2692,e5,64,,폰 직진 승격 → 나이트
2693,e5,65,,폰 직진 승격 → 비숍
2694,e5,66,,폰 직진 승격 → 룩
2695,e5,67,,폰 대각선 우 승격 → 나이트
2696,e5,68,,폰 대각선 우 승격 → 비숍
2697,e5,69,,폰 대각선 우 승격 → 룩
2698,e5,70,,폰 대각선 좌 승격 → 나이트
2699,e5,71,,폰 대각선 좌 승격 → 비숍
2700,e5,72,,폰 대각선 좌 승격 → 룩
2701,f5,0,f5f6,북(N) 방향 거리 1
2702,f5,1,f5f7,북(N) 방향 거리 2
2703,f5,2,f5f8,북(N) 방향 거리 3
2704,f5,3,,북(N) 방향 거리 4
2705,f5,4,,북(N) 방향 거리 5
2706,f5,5,,북(N) 방향 거리 6
2707,f5,6,,북(N) 방향 거리 7
2708,f5,7,f5g5,동(E) 방향 거리 1
2709,f5,8,f5h5,동(E) 방향 거리 2
2710,f5,9,,동(E) 방향 거리 3
2711,f5,10,,동(E) 방향 거리 4
2712,f5,11,,동(E) 방향 거리 5
2713,f5,12,,동(E) 방향 거리 6
2714,f5,13,,동(E) 방향 거리 7
2715,f5,14,f5f4,남(S) 방향 거리 1
2716,f5,15,f5f3,남(S) 방향 거리 2
2717,f5,16,f5f2,남(S) 방향 거리 3
2718,f5,17,f5f1,남(S) 방향 거리 4
2719,f5,18,,남(S) 방향 거리 5
2720,f5,19,,남(S) 방향 거리 6
2721,f5,20,,남(S) 방향 거리 7
2722,f5,21,f5e5,서(W) 방향 거리 1
2723,f5,22,f5d5,서(W) 방향 거리 2
2724,f5,23,f5c5,서(W) 방향 거리 3
2725,f5,24,f5b5,서(W) 방향 거리 4
2726,f5,25,f5a5,서(W) 방향 거리 5
2727,f5,26,,서(W) 방향 거리 6
2728,f5,27,,서(W) 방향 거리 7
2729,f5,28,f5g6,북동(NE) 방향 거리 1
2730,f5,29,f5h7,북동(NE) 방향 거리 2
2731,f5,30,,북동(NE) 방향 거리 3
2732,f5,31,,북동(NE) 방향 거리 4
2733,f5,32,,북동(NE) 방향 거리 5
2734,f5,33,,북동(NE) 방향 거리 6
2735,f5,34,,북동(NE) 방향 거리 7
2736,f5,35,f5e6,북서(NW) 방향 거리 1
2737,f5,36,f5d7,북서(NW) 방향 거리 2
2738,f5,37,f5c8,북서(NW) 방향 거리 3
2739,f5,38,,북서(NW) 방향 거리 4
2740,f5,39,,북서(NW) 방향 거리 5
2741,f5,40,,북서(NW) 방향 거리 6
2742,f5,41,,북서(NW) 방향 거리 7
2743,f5,42,f5g4,남동(SE) 방향 거리 1
2744,f5,43,f5h3,남동(SE) 방향 거리 2
2745,f5,44,,남동(SE) 방향 거리 3
2746,f5,45,,남동(SE) 방향 거리 4
2747,f5,46,,남동(SE) 방향 거리 5
2748,f5,47,,남동(SE) 방향 거리 6
2749,f5,48,,남동(SE) 방향 거리 7
2750,f5,49,f5e4,남서(SW) 방향 거리 1
2751,f5,50,f5d3,남서(SW) 방향 거리 2
2752,f5,51,f5c2,남서(SW) 방향 거리 3
2753,f5,52,f5b1,남서(SW) 방향 거리 4
2754,f5,53,,남서(SW) 방향 거리 5
2755,f5,54,,남서(SW) 방향 거리 6
2756,f5,55,,남서(SW) 방향 거리 7
2757,f5,56,f5g7,"나이트 이동 (+1,+2)"
2758,f5,57,f5h6,"나이트 이동 (+2,+1)"
2759,f5,58,f5h4,"나이트 이동 (+2,−1)"
2760,f5,59,f5g3,"나이트 이동 (+1,−2)"
2761,f5,60,f5e3,"나이트 이동 (−1,−2)"
2762,f5,61,f5d4,"나이트 이동 (−2,−1)"
2763,f5,62,f5d6,"나이트 이동 (−2,+1)"
2764,f5,63,f5e7,"나이트 이동 (−1,+2)"
2765,f5,64,,폰 직진 승격 → 나이트
2766,f5,65,,폰 직진 승격 → 비숍
2767,f5,66,,폰 직진 승격 → 룩
2768,f5,67,,폰 대각선 우 승격 → 나이트
2769,f5,68,,폰 대각선 우 승격 → 비숍
2770,f5,69,,폰 대각선 우 승격 → 룩
2771,f5,70,,폰 대각선 좌 승격 → 나이트
2772,f5,71,,폰 대각선 좌 승격 → 비숍
2773,f5,72,,폰 대각선 좌 승격 → 룩
2774,g5,0,g5g6,북(N) 방향 거리 1
2775,g5,1,g5g7,북(N) 방향 거리 2
2776,g5,2,g5g8,북(N) 방향 거리 3
2777,g5,3,,북(N) 방향 거리 4
2778,g5,4,,북(N) 방향 거리 5
2779,g5,5,,북(N) 방향 거리 6
2780,g5,6,,북(N) 방향 거리 7
2781,g5,7,g5h5,동(E) 방향 거리 1
2782,g5,8,,동(E) 방향 거리 2
2783,g5,9,,동(E) 방향 거리 3
2784,g5,10,,동(E) 방향 거리 4
2785,g5,11,,동(E) 방향 거리 5
2786,g5,12,,동(E) 방향 거리 6
2787,g5,13,,동(E) 방향 거리 7
2788,g5,14,g5g4,남(S) 방향 거리 1
2789,g5,15,g5g3,남(S) 방향 거리 2
2790,g5,16,g5g2,남(S) 방향 거리 3
2791,g5,17,g5g1,남(S) 방향 거리 4
2792,g5,18,,남(S) 방향 거리 5
2793,g5,19,,남(S) 방향 거리 6
2794,g5,20,,남(S) 방향 거리 7
2795,g5,21,g5f5,서(W) 방향 거리 1
2796,g5,22,g5e5,서(W) 방향 거리 2
2797,g5,23,g5d5,서(W) 방향 거리 3
2798,g5,24,g5c5,서(W) 방향 거리 4
2799,g5,25,g5b5,서(W) 방향 거리 5
2800,g5,26,g5a5,서(W) 방향 거리 6
2801,g5,27,,서(W) 방향 거리 7
2802,g5,28,g5h6,북동(NE) 방향 거리 1
2803,g5,29,,북동(NE) 방향 거리 2
2804,g5,30,,북동(NE) 방향 거리 3
2805,g5,31,,북동(NE) 방향 거리 4
2806,g5,32,,북동(NE) 방향 거리 5
2807,g5,33,,북동(NE) 방향 거리 6
2808,g5,34,,북동(NE) 방향 거리 7
2809,g5,35,g5f6,북서(NW) 방향 거리 1
2810,g5,36,g5e7,북서(NW) 방향 거리 2
2811,g5,37,g5d8,북서(NW) 방향 거리 3
2812,g5,38,,북서(NW) 방향 거리 4
2813,g5,39,,북서(NW) 방향 거리 5
2814,g5,40,,북서(NW) 방향 거리 6
2815,g5,41,,북서(NW) 방향 거리 7
2816,g5,42,g5h4,남동(SE) 방향 거리 1
2817,g5,43,,남동(SE) 방향 거리 2
2818,g5,44,,남동(SE) 방향 거리 3
2819,g5,45,,남동(SE) 방향 거리 4
2820,g5,46,,남동(SE) 방향 거리 5
2821,g5,47,,남동(SE) 방향 거리 6
2822,g5,48,,남동(SE) 방향 거리 7
2823,g5,49,g5f4,남서(SW) 방향 거리 1
2824,g5,50,g5e3,남서(SW) 방향 거리 2
2825,g5,51,g5d2,남서(SW) 방향 거리 3
2826,g5,52,g5c1,남서(SW) 방향 거리 4
2827,g5,53,,남서(SW) 방향 거리 5
2828,g5,54,,남서(SW) 방향 거리 6
2829,g5,55,,남서(SW) 방향 거리 7
2830,g5,56,g5h7,"나이트 이동 (+1,+2)"
2831,g5,57,,"나이트 이동 (+2,+1)"
2832,g5,58,,"나이트 이동 (+2,−1)"
2833,g5,59,g5h3,"나이트 이동 (+1,−2)"
2834,g5,60,g5f3,"나이트 이동 (−1,−2)"
2835,g5,61,g5e4,"나이트 이동 (−2,−1)"
2836,g5,62,g5e6,"나이트 이동 (−2,+1)"
2837,g5,63,g5f7,"나이트 이동 (−1,+2)"
2838,g5,64,,폰 직진 승격 → 나이트
2839,g5,65,,폰 직진 승격 → 비숍
2840,g5,66,,폰 직진 승격 → 룩
2841,g5,67,,폰 대각선 우 승격 → 나이트
2842,g5,68,,폰 대각선 우 승격 → 비숍
2843,g5,69,,폰 대각선 우 승격 → 룩
2844,g5,70,,폰 대각선 좌 승격 → 나이트
2845,g5,71,,폰 대각선 좌 승격 → 비숍
2846,g5,72,,폰 대각선 좌 승격 → 룩
2847,h5,0,h5h6,북(N) 방향 거리 1
2848,h5,1,h5h7,북(N) 방향 거리 2
2849,h5,2,h5h8,북(N) 방향 거리 3
2850,h5,3,,북(N) 방향 거리 4
2851,h5,4,,북(N) 방향 거리 5
2852,h5,5,,북(N) 방향 거리 6
2853,h5,6,,북(N) 방향 거리 7
2854,h5,7,,동(E) 방향 거리 1
2855,h5,8,,동(E) 방향 거리 2
2856,h5,9,,동(E) 방향 거리 3
2857,h5,10,,동(E) 방향 거리 4
2858,h5,11,,동(E) 방향 거리 5
2859,h5,12,,동(E) 방향 거리 6
2860,h5,13,,동(E) 방향 거리 7
2861,h5,14,h5h4,남(S) 방향 거리 1
2862,h5,15,h5h3,남(S) 방향 거리 2
2863,h5,16,h5h2,남(S) 방향 거리 3
2864,h5,17,h5h1,남(S) 방향 거리 4
2865,h5,18,,남(S) 방향 거리 5
2866,h5,19,,남(S) 방향 거리 6
2867,h5,20,,남(S) 방향 거리 7
2868,h5,21,h5g5,서(W) 방향 거리 1
2869,h5,22,h5f5,서(W) 방향 거리 2
2870,h5,23,h5e5,서(W) 방향 거리 3
2871,h5,24,h5d5,서(W) 방향 거리 4
2872,h5,25,h5c5,서(W) 방향 거리 5
2873,h5,26,h5b5,서(W) 방향 거리 6
2874,h5,27,h5a5,서(W) 방향 거리 7
2875,h5,28,,북동(NE) 방향 거리 1
2876,h5,29,,북동(NE) 방향 거리 2
2877,h5,30,,북동(NE) 방향 거리 3
2878,h5,31,,북동(NE) 방향 거리 4
2879,h5,32,,북동(NE) 방향 거리 5
2880,h5,33,,북동(NE) 방향 거리 6
2881,h5,34,,북동(NE) 방향 거리 7
2882,h5,35,h5g6,북서(NW) 방향 거리 1
2883,h5,36,h5f7,북서(NW) 방향 거리 2
2884,h5,37,h5e8,북서(NW) 방향 거리 3
2885,h5,38,,북서(NW) 방향 거리 4
2886,h5,39,,북서(NW) 방향 거리 5
2887,h5,40,,북서(NW) 방향 거리 6
2888,h5,41,,북서(NW) 방향 거리 7
2889,h5,42,,남동(SE) 방향 거리 1
2890,h5,43,,남동(SE) 방향 거리 2
2891,h5,44,,남동(SE) 방향 거리 3
2892,h5,45,,남동(SE) 방향 거리 4
2893,h5,46,,남동(SE) 방향 거리 5
2894,h5,47,,남동(SE) 방향 거리 6
2895,h5,48,,남동(SE) 방향 거리 7
2896,h5,49,h5g4,남서(SW) 방향 거리 1
2897,h5,50,h5f3,남서(SW) 방향 거리 2
2898,h5,51,h5e2,남서(SW) 방향 거리 3
2899,h5,52,h5d1,남서(SW) 방향 거리 4
2900,h5,53,,남서(SW) 방향 거리 5
2901,h5,54,,남서(SW) 방향 거리 6
2902,h5,55,,남서(SW) 방향 거리 7
2903,h5,56,,"나이트 이동 (+1,+2)"
2904,h5,57,,"나이트 이동 (+2,+1)"
2905,h5,58,,"나이트 이동 (+2,−1)"
2906,h5,59,,"나이트 이동 (+1,−2)"
2907,h5,60,h5g3,"나이트 이동 (−1,−2)"
2908,h5,61,h5f4,"나이트 이동 (−2,−1)"
2909,h5,62,h5f6,"나이트 이동 (−2,+1)"
2910,h5,63,h5g7,"나이트 이동 (−1,+2)"
2911,h5,64,,폰 직진 승격 → 나이트
2912,h5,65,,폰 직진 승격 → 비숍
2913,h5,66,,폰 직진 승격 → 룩
2914,h5,67,,폰 대각선 우 승격 → 나이트
2915,h5,68,,폰 대각선 우 승격 → 비숍
2916,h5,69,,폰 대각선 우 승격 → 룩
2917,h5,70,,폰 대각선 좌 승격 → 나이트
2918,h5,71,,폰 대각선 좌 승격 → 비숍
2919,h5,72,,폰 대각선 좌 승격 → 룩
2920,a6,0,a6a7,북(N) 방향 거리 1
2921,a6,1,a6a8,북(N) 방향 거리 2
2922,a6,2,,북(N) 방향 거리 3
2923,a6,3,,북(N) 방향 거리 4
2924,a6,4,,북(N) 방향 거리 5
2925,a6,5,,북(N) 방향 거리 6
2926,a6,6,,북(N) 방향 거리 7
